,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
50580,8740bd11a8b76c4d,penis write,1,0,0,0,0,0,toxic,1
50587,87473da92d38e56d,bongwarrior mother love sex african americans dirty whore addict crack shoe begin whore gang african americans support habit night conceive bongwarrior black pimp bongwarrior bear give pimp pimp result bongwarrior anus suffer extensive damage control defectaroy pattern result wear diaper bongwarrior hate hop vandal inform world truth mother realize block address hop vandal weight minute new address retarte maybe think currently fuck ass mother black pimp right,1,0,0,0,0,0,toxic,1
50610,8750cb56160ee882,alai think ask contribute article apart bitch disrupt page week possess,1,0,0,0,0,0,toxic,1
50646,876d72f2046e896f,suck understand common american idiom edit wikipedia rate monitor talk page stalker,1,0,0,0,0,0,toxic,1
50650,876f8c4265750894,bite say constantly taunt saddam hussein remove power say charge bite mean stop okay apparantly people hate personal attack let agenda total lie people know,1,0,0,0,0,0,toxic,1
50665,87788c7ee99a844e,whad syphillisss actually contribute wikipedia instead check control constantly read intellectual capacity depth huh simply lack life virtual vandal patrol interest thing day case know pray poor soul,1,0,0,0,0,0,toxic,1
50675,87817089bd0a7f2d,city department minute ago sturgeon bay fire dept respond holiday motel right east end downtown bridge pumper mini pumper tanker ladder truck rescue truck city pumper mini pumper rescue southern door fire dept start write try people actively fight fire rest stand watch fire dept turn wimp citizen pay firefighter fast track photo sturgeon bay yahoo group tuesday care,1,0,0,0,0,0,toxic,1
50691,878bfefbc05e9a59,restore article restore original version year kike take,1,0,0,0,0,0,toxic,1
50705,87937b40eec45747,hey stop hack account attack user user helpdesk want comment base penis small,1,0,0,0,0,0,toxic,1
50720,879dc98859aad2d9,sarcasm hello angr think recent addition user talk page effort block edit wikipedia successful block expire come constructive edit frankly stupid people try promote wikipedia elite believe help cause write garbage stick factual information useless crap thank,1,0,0,0,0,0,toxic,1
50747,87ab25fc399cebbf,hey cretin look history,1,0,0,0,0,0,toxic,1
50781,87c571b1ecc9f695,fcw check list mos reliable source source avoid punk,1,0,0,0,0,0,toxic,1
50786,87c95e9ad1d07442,revert logic citation meet standard guess bind policy article lose status regain like content add ahead improve cut fuck wholesale revision bullshit deceptive edit summary behavior evince collaboration battleground mentality article ownership admin know well betafive,1,0,0,0,0,0,toxic,1
50847,87f3dd662529c85d,listen casp clearly ability distinguish threat comment say usa sue hypothetical situation want threaten say sue ass difference subtle know like knowledge english language distinction,1,0,0,0,0,0,toxic,1
50906,881fbf355aa43b3c,assure sober shit block long like mainly leave research give free fight idiot instead citation quotation mark delete idiot block reason sing profesionaly sing falsetto life hear breathy hear breathy falsetto countertenor sing falsetto simply technically impossible article breathy truth good bye,1,0,0,0,0,0,toxic,1
50915,88262e9e60ab6301,picture photo make look extremely gay advise change,1,0,0,0,0,0,toxic,1
50932,8836f56c1ceef764,didnt obvious want civil shut fuck realize right wrong,1,0,0,0,0,0,toxic,1
50963,884dba9e5a3ac656,vandalism stop vandalise page annoy,1,0,0,0,0,0,toxic,1
50984,885aaac6aff0174b,thing aloud link talk page aloud permission mexico eat burritos let real people care case read wikipedia pretend hate invocation talk contain person come repeat exactly user constantly tell shit blow job plane warn tell look talk shit people world bad day wikipedia shity pedia greek geak shit feet know perfectly lie hell help create follow rule use complete opposit purpose ment hate feel slightly difference selfdefense personly attack anymore maddd idea cool fuck forget cool cold fusion sophie,1,0,0,0,0,0,toxic,1
50985,885b2e435247f714,dude try talk logically kindly guy hell bend stupid little state mind attitude report stick long,1,0,0,0,0,0,toxic,1
51012,886d68d8e9313df0,accuse sockpuppetry enjoy,1,0,0,0,0,0,toxic,1
51057,889601b6d178b536,care crybaby come run turn neutral,1,0,0,0,0,0,toxic,1
51079,889fd1326b132490,hell,1,0,0,0,0,0,toxic,1
51110,88bae9a1c5f29340,completely fail attempt joke sarcasm hypocrite,1,0,0,0,0,0,toxic,1
51152,88ddc2a6eb1bd679,ahead love hear bright idea wait coward nevermind,1,0,0,0,0,0,toxic,1
51156,88e1d622711ff2eb,example schumin dick,1,0,0,0,0,0,toxic,1
51188,88f4ed433a57bae3,guess marvel directory stuff copy directly handbook remove reason add bare bone version suck rewrite original series hate later stuff,1,0,0,0,0,0,toxic,1
51223,890f453868c78cc8,warn delete creep fascism right delete long stand article article year dictator right delete backup find post recreate post lie delete truth warn,1,0,0,0,0,0,toxic,1
51227,89122acd854a95c1,bro suspect frustrate,1,0,0,0,0,0,toxic,1
51243,891d1e991150175f,think report scare thing come lol wise immature report robot threaten idiot sensitive,1,0,0,0,0,0,toxic,1
51289,8939e811ddafabc5,shoulda know care bout rule want excuse ban kiss ass admin,1,0,0,0,0,0,toxic,1
51305,8944d6c9ea190dbd,utter nonsense question challenge seemingly ball stop wikipedia elitism,1,0,0,0,0,0,toxic,1
51341,8958f586f0efdda3,sexual orientation rumor boss ross gay proof claim,1,0,0,0,0,0,toxic,1
51345,895c96ac80613c05,announcement like come gay know long time deny long july utc,1,0,0,0,0,0,toxic,1
51399,89836be8b04db67d,homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual homo sexual,1,0,0,0,0,0,toxic,1
51418,898f164c25bf5ef2,sole argument content boardwhere note agree say manner say abusive include take opportunity battleground point respond say malleus bullshit know cause problem punitively block get strange sense humour simply stand people make allegation meand wikipedia need people come read thing look history allow bullshit malleus commonly spout stand mean get dictate reality,1,0,0,0,0,0,toxic,1
51431,89965c3612f9c658,write friend jpgordon care silly slovenian care rat pack,1,0,0,0,0,0,toxic,1
51443,899de5991a43feeb,penis size race yep time teach rest world average penis size differ race white good run future time change need include datum show africans penis size average far great average american european australian white penis size know mean people small penis woman flock know truth truth wikipedia build proud encyclopedia way forward non white control future remove cloud expose african tribe customary promote large penis head tribe euopean culture customary hide penis shame size find reference internet confirm race different average size begin include datum help,1,0,0,0,0,0,toxic,1
51455,89a6d696b82fe871,give shit snot nose kid damn time scorsese win damn award,1,0,0,0,0,0,toxic,1
51461,89b13fb14b3fc39d,dipshit especially guy change comment,1,0,0,0,0,0,toxic,1
51511,89cc9d8a148d4e2d,global apocalypse warn revert edit fart cause global apocalype potential extinction species sense smell,1,0,0,0,0,0,toxic,1
51513,89cdd27b699bf979,shut heck reversal stop accuse feel insult talk new thread,1,0,0,0,0,0,toxic,1
51524,89d436ed6e54da25,leave stalk leave quit post message talk want shit article feel obsessively compel edit want goddess leave,1,0,0,0,0,0,toxic,1
51540,89de6be1edabd915,honest pass article frankly suck mean agreement reach article potentially reach thing need know good article status crock shit criterion fair model problem problem govern committee bozo allow review article ultimately decide article mind merit inclusion cgd club green dot bar sit firmly mud snake slither article hand enjoy benefit exception extreme prejudice hold high possible standard set criterion review howl bell like explanation agreement set forth order avoid failure article decide like abide resolution tell drug prescription offend apologize review think thing take shit face big ass state incoherence bring substance abuse confess ashamed talk punk ass high school kid listen crappy music feel hold high place world lord know case sittin deal goddamn little kid computer age know understand come reward get article status aside dot small like article concern lot get howl bell basically good far halfway point outta hand accept fact article possibly list consider penalty fuckin people hard work agreement come think acceptable explanation review howl bell album guide review page decide play ball good follow talk page punk ass teenager love justin beiber love crappy music justin beiber love crappy music crappy artist font huge small crap kind color cool pass article agree fail instead explain review page review article point disregard reason inexperience time reviewer lead realize capable task wash hand article hold request editor undertake review unwilling accept agreement leave choice expeditiously fail article let know wanna kid meow,1,0,0,0,0,0,toxic,1
51604,8a0a2d4fc151a3f0,eekster hello eekster gya azz reply rott hell eternity,1,0,0,0,0,0,toxic,1
51608,8a0bd9eeebef2cc3,edit forget honor ban actually kid decide ban sit argue rationally waste time harassment real snotty moron kid time hand claim man funny like beat bush usually discussion extremely blunt uncivil mean hurt usually way feel wonder sentence write wikipedia get wrong delusional bozo snotty year old project daddy mammy issue world joy wiki cyberspace hey kid guess ban asshole pathetic little life,1,0,0,0,0,0,toxic,1
